Currency,Price,Boat Type,Manufacturer,Type,Year Built,Material,Location,Number of views last 7 days,Country
EUR ,59000,Motor Yacht,Gobbi power boats,Used boat,2002,GRP,Italy » Liguria » Liguria,88,Italy
EUR ,59000,Center console boat,Jeanneau power boats,"Used boat,Unleaded",2019,PVC,"France » Noirmoutier, France",66,France
EUR ,59000,Flybridge,Jeanneau power boats,"Used boat,Diesel",2006,PVC,"France » Saint-Quay-Portrieux, France",68,France
EUR ,59000,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,PVC,"France » Lorient, France",24,France
EUR ,59000,Flybridge,Center Craft power boats,"Used boat,Diesel",1982,GRP,Italy » Liguria » Liguria,27,Italy
EUR ,58995,Sport Boat,Monterey power boats,"Used boat,Unleaded",2005,GRP,Spain » Denia,148,Spain
EUR ,58940,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,PVC,"Spain » Hospitalet del Infante, Espagne",29,Spain
EUR ,58900,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,PVC,"France » MARTIGUES, MARTIGUES",74,France
EUR ,58900,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2012,PVC,"France » CAP D'AGDE, CAP D'AGDE",64,France
EUR ,58900,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,PVC,"France » 29200 BREST, France",45,France
EUR ,58850,Sport Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,GRP,Germany » Müritz » Röbel (Müritz),66,Germany
EUR ,58800,Motor Yacht,Master power boats,new boat on order,2020,GRP,France,105,France
EUR ,58729,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,PVC,"Spain » Huelva, Espagne",64,Spain
EUR ,58700,Deck Boat,Sessa power boats,new boat from stock,2020,GRP,Italy » Toscana » Toscana,109,Italy
CHF ,63290,Runabout,Starcraft power boats,"new boat from stock,Unleaded",2020,GRP,Switzerland » Vierwaldstättersee » Horw,171,Switzerland
CHF ,63278,Sport Boat,Nordkapp power boats,new boat from stock,2020,GRP,Switzerland » Vierwaldstättersee » Stansstad,96,Switzerland
EUR ,58500,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,PVC,"France » saint malo, saint malo",103,France
EUR ,58500,Motor Yacht,Valkkruiser power boats,Used boat,1988,Steel,Netherlands » In verkoophaven,53,Netherlands
EUR ,58500,Motor Yacht,Westwind power boats,"Used boat,Diesel",1981,Steel,Romania » Schwarzes Meer,225,Romania
EUR ,58410,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,PVC,"France » SAINT-MALO, France",143,France
EUR ,58369,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,PVC,"France » Propriano, France",88,France
Â£ ,52995,Pilothouse,Ocqueteau power boats,new boat from stock,2018,PVC,"United Kingdom » Burnham-on-Crouch, Maldon",66,United Kingdom
EUR ,58000,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2005,GRP,Italy » Moniga del Garda (BS),234,Italy
EUR ,58000,Pontoon Boat,Ilver power boats,"Used boat,Diesel",1999,GRP,Italy » Emilia Romagna » 41100,107,Italy
EUR ,58000,Motor Yacht,Salpa power boats,"Used boat,Diesel",2003,GRP,Italy » Friuli-Venezia Giulia,107,Italy
EUR ,58000,Motor Yacht,Tecnomarine power boats,"Used boat,Diesel",1989,GRP,Italy » Sicilia » Palermo,307,Italy
EUR ,58000,Cabin Boat,Striker power boats,"Used boat,Diesel",1972,Aluminium,Germany » Rhein » Beinheim Frankreich,892,Germany
EUR ,58000,Motor Yacht,Bella power boats,"Used boat,Diesel",2001,GRP,Germany » Lake Constance » Radolfzell ,478,Germany
EUR ,58000,Motor Yacht,Succes power boats,Used boat,1989,Steel,Netherlands » Steenbergen (NL),108,Netherlands
EUR ,58000,"Cabin Boat,Flybridge",Altair power boats,"Used boat,Diesel",2008,GRP,Italy » Sardegna » SantaTeresa Gallura ,177,Italy
EUR ,57950,Sport Boat,Saver power boats,"new boat from stock,Unleaded",2020,GRP,Germany » Gersthofen,177,Germany
EUR ,57900,Sport Boat,Quicksilver power boats,"Used boat,Unleaded",2018,PVC,"France » CAP D'AGDE, France",166,France
CHF ,62500,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2004,GRP,Switzerland » Lago Maggiore » Locarno ,535,Switzerland
CHF ,62500,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1972,Wood,Switzerland » Lake of Zurich » Zürich,300,Switzerland
CHF ,62000,"Classic,Runabout",Boesch power boats,Used boat,1983,Wood,Switzerland » Lake of Zurich » Bächau,581,Switzerland
EUR ,57500,Sport Boat,XO Boats power boats,new boat from stock,2018,Aluminium,Germany » Lake Constance » Allensbach / Bodensee,186,Germany
EUR ,57500,Motor Yacht,Mochi Craft power boats,"Used boat,Diesel",1991,GRP,Germany » Nordrhein-Westfalen » Niederkassel-Mondorf,436,Germany
CHF ,62000,Cabin Boat,Windy power boats,"Used boat,Unleaded",1987,GRP,Switzerland » Walenstadt,318,Switzerland
CHF ,62000,Sport Boat,Galia power boats,"new boat from stock,Unleaded",2020,GRP,Switzerland » Lake of Zurich » 8645 Jona,198,Switzerland
CHF ,62000,Flybridge,Princess power boats,"Used boat,Unleaded",1990,GRP,Switzerland » Vierwaldstättersee » Sisikon ,660,Switzerland
EUR ,57000,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,PVC,"France » les sables d'Olonne, France",60,France
EUR ,57000,Pilothouse,BÃ©nÃ©teau power boats,Used boat,2016,PVC,"France » La Rochelle, France",65,France
EUR ,57000,Motor Yacht,Sessa power boats,"Used boat,Diesel",2004,PVC,"Spain » Calpe, Espagne",210,Spain
EUR ,56999,Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat on order,2020,GRP,Germany » Kieler Bucht mit Fehmarn » Kiel,75,Germany
EUR ,56995,Trawler,Valkkruiser power boats,Used boat,1982,Steel,Netherlands » In verkoophaven,64,Netherlands
EUR ,56900,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,GRP,Germany » Bönningstedt,38,Germany
EUR ,56900,Cabin Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,GRP,Germany » Bayern » Boote Pfister Schwebheim / Schweinfurt,70,Germany
EUR ,56900,Sport Boat,Parker power boats,"Used boat,Unleaded",2017,PVC,France » Cannes Mandelieu,90,France
EUR ,56650,Pilothouse,Hock power boats,"new boat from stock,Diesel",2015,GRP,Germany » Hock Boote,70,Germany
CHF ,61200,Bowrider,Campion power boats,"new boat from stock,Unleaded",2020,GRP,Switzerland » Vierwaldstättersee » Horw,209,Switzerland
EUR ,56500,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,GRP,Germany » Boote Pfister GmbH Schwebheim / Schweinfurt,116,Germany
CHF ,61079,Sport Boat,Regal power boats,"new boat from stock,Unleaded",2021,GRP,Switzerland » Lake of Zurich » Altendorf ,285,Switzerland
CHF ,60640,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,GRP,Switzerland » Neuenburgersee » Concise ,256,Switzerland
EUR ,56049,Center console boat,Jeanneau power boats,"new boat on order,Unleaded",2020,GRP,Germany » Bönningstedt,62,Germany
EUR ,56000,Motor Yacht,De Boarnstream power boats,Used boat,1991,Steel,Germany » Hard (Voralberg),115,Germany
EUR ,56000,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2001,GRP,Croatia (Hrvatska) » INFO DD-YACHTING,128,Croatia (Hrvatska)
EUR ,56000,Motor Yacht,ACM Dufour power boats,"Used boat,Diesel",1997,GRP,Croatia (Hrvatska) » INFO DD-YACHTING,110,Croatia (Hrvatska)
CHF ,60000,Runabout,Frauscher power boats,"new boat on order,Diesel",2009,GRP,Switzerland » Lake Geneva » Corsier Port,562,Switzerland
EUR ,55900,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,GRP,Germany » Boote Pfister GmbH Schwebheim / Schweinfurt,69,Germany
EUR ,55900,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2008,GRP,Spain » Baleares » Santa Ponsa ,238,Spain
EUR ,55900,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,Steel,"France » PLUNERET, France",27,France
EUR ,55900,Bowrider,Nordkapp power boats,"Used boat,Unleaded",2017,GRP,Germany » Bayern » Schwebheim / Schweinfurt,151,Germany
CHF ,59900,Pilothouse,Cranchi power boats,"Used boat,Diesel",2008,GRP,Switzerland » Le Bouveret ,211,Switzerland
EUR ,55823,Launch,Maril power boats,"new boat from stock,Diesel",2020,GRP,Germany » Potsdam ,68,Germany
CHF ,60327,Pilothouse,AMT power boats,"Used boat,Unleaded",2018,GRP,Switzerland » Vierwaldstättersee » Beckenried ,239,Switzerland
EUR ,55555,Sport Boat,Sea Ray power boats,new boat from stock,2020,GRP,Germany » Bayern » 82024 Taufkirchen,88,Germany
EUR ,55500,Sport Boat,Damor power boats,"Used boat,Diesel",2014,GRP,Croatia (Hrvatska) » Kvarner,89,Croatia (Hrvatska)
EUR ,55500,Motor Yacht,Starfisher power boats,"Used boat,Diesel",2007,GRP,Spain » Murcia,34,Spain
CHF ,59500,Sport Boat,Cranchi power boats,"Used boat,Unleaded",2003,GRP,Switzerland » Vierwaldstättersee » Alpnachstad ,402,Switzerland
CHF ,59500,"Classic,Sport Boat",Boesch power boats,"Used boat,Unleaded",1963,Wood,Switzerland » Lake Geneva » genève,531,Switzerland
CHF ,59900,Pilothouse,Fjord power boats,"Used boat,Unleaded",1998,GRP,Switzerland » Lake of Zurich » Jona ,320,Switzerland
CHF ,59900,Motor Yacht,Ibiza Boats power boats,"new boat from stock,Unleaded",2020,GRP,Switzerland » Lake Geneva » Vernier Genève,126,Switzerland
CHF ,59890,Sport Boat,Flipper power boats,"new boat from stock,Unleaded",2020,GRP,Switzerland » Vierwaldstättersee » Horw,149,Switzerland
EUR ,55290,Runabout,Yamarin power boats,new boat from stock,2020,GRP,Germany » auf Anfrage,109,Germany
CHF ,59540,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,GRP,Switzerland » Lake Geneva » Lausanne ,171,Switzerland
EUR ,55000,Pilothouse,Jeanneau power boats,Used boat,2007,GRP,Italy » Toscana » Toscana,117,Italy
EUR ,55000,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2004,GRP,Italy » INFO DD-YACHTING,115,Italy
EUR ,55000,Cabin Boat,Menorquin power boats,"Used boat,Diesel",1991,Rubber,Spain » Mallorca » Mallorca,63,Spain
EUR ,55000,Pilothouse,Cramar power boats,"Used boat,Diesel",2008,GRP,Italy » Lake Garda » Moniga del Garda (BS),240,Italy
EUR ,55000,Fishing Boat,Boston Whaler power boats,"Used boat,Diesel",1992,GRP,Italy » Sardegna » Cagliari,100,Italy
EUR ,55000,Cabin Boat,Rinker power boats,"Used boat,Unleaded",2007,GRP,Germany » 54340 pölich,148,Germany
EUR ,55000,Trawler,Babro power boats,"Used boat,Diesel",1988,Steel,"France » Saint-Jean-de-Losne, France",67,France
EUR ,55000,Bowrider,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2016,PVC,"Spain » Mallorca » PALMA DE MALLORCA, Espagne",111,Spain
EUR ,55000,Sport Boat,Chaparral power boats,Used boat,2010,GRP,Italy » Campania » Campania,129,Italy
EUR ,55000,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2008,GRP,Croatia (Hrvatska) » INFO DD-YACHTING,107,Croatia (Hrvatska)
EUR ,55000,Motor Yacht,Doral power boats,"Used boat,Unleaded",2002,GRP,Germany » INFO DD-YACHTING,148,Germany
EUR ,55000,Motor Yacht,Airon Marine power boats,"Used boat,Diesel",2005,GRP,France,77,France
EUR ,55000,Motor Yacht,Innovazione&Progetti power boats,"Used boat,Unleaded",1998,GRP,Italy » Toscana » Livorno,107,Italy
EUR ,55000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1990,GRP,Spain » Ibiza,121,Spain
EUR ,55000,Sport Boat,Grady White Boats power boats,"Used boat,Unleaded",2005,GRP,Italy » Mar Tirreno,74,Italy
EUR ,55000,Sport Boat,Chaparral power boats,"Used boat,Unleaded",2006,GRP,Italy » Toscana » Toscana,79,Italy
EUR ,55000,Sport Boat,Boston Whaler power boats,Used boat,1990,GRP,Italy » Sardegna » Sardegna,41,Italy
EUR ,55000,Flybridge,Piantoni (IT) power boats,"Used boat,Diesel",1990,GRP,Italy » Mar Tirreno,112,Italy
EUR ,55000,Pilothouse,Jeanneau power boats,Used boat,2016,GRP,"Finland » Vilppula, (FI)",45,Finland
EUR ,55000,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,Steel,"France » PORNICHET, France",82,France
EUR ,55000,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,Steel,"France » PORNICHET, France",31,France
EUR ,55000,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2012,PVC,France » NOIRMOUTIER EN L'ILE,66,France
EUR ,55000,Motor Yacht,Arp-Werft  power boats,"Used boat,Diesel",1958,Steel,Germany » Ostsee » Ostsee,194,Germany
EUR ,55000,"Center console boat,Sport Boat",White Shark power boats,"Used boat,Unleaded",2008,GRP,Calanova Mallorca ,159,Calanova Mallorca 
EUR ,55000,Motor Yacht,Crownline power boats,"Used boat,Unleaded",2008,GRP,Italy » Veneto » Gardasee,352,Italy
EUR ,55000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2002,GRP,Italy » Mar Tirreno,71,Italy
CHF ,59000,"Classic,Runabout",Frauscher power boats,"Used boat,Unleaded",2007,GRP,Switzerland » Lago Maggiore » Tenero,920,Switzerland
CHF ,59000,"Cabin Boat,Classic,Motor Yacht",Storebro power boats,"Used boat,Diesel",1983,GRP,"Switzerland » Lake of Zurich » Pfäffikon/ZH, Hurdnerwäldli ",1054,Switzerland
EUR ,54950,Sport Boat,Sea Ray power boats,new boat from stock,2018,GRP,Germany » Bayern » Muenchen,67,Germany
EUR ,54900,Sport Boat,Sunseeker power boats,"Used boat,Diesel",1992,PVC,"Belgium » OOSTENDE, Belgique",164,Belgium
EUR ,54900,Pilothouse,Performance power boats,"Used boat,Unleaded",1996,GRP,Germany » Lake Constance » Lindau/Bodensee,219,Germany
EUR ,54900,Pilothouse,Wellcraft power boats,"new boat from stock,Unleaded",2019,PVC,"France » Ajaccio, France",24,France
EUR ,54900,Motor Yacht,Treffer power boats,Used boat,1997,Steel,Netherlands » In verkoophaven,39,Netherlands
EUR ,54900,Bowrider,Scarab power boats,"Used boat,Unleaded",2017,GRP,Germany » REIFNITZ,43,Germany
EUR ,54900,Cabin Boat,Campion power boats,"new boat from stock,Unleaded",2020,GRP,Germany » 1,32,Germany
EUR ,54900,Trawler,Pedro power boats,"Used boat,Diesel",1991,Steel,Germany » Saale » Donau Regensburg,142,Germany
EUR ,54900,Center console boat,Kelt power boats,"Used boat,Unleaded",2006,GRP,France » Sud-Ouest » Cap Ferret,137,France
Â£ ,49950,Pilothouse,Jeanneau power boats,new boat from stock,2019,PVC,"United Kingdom » Swanwick, Swanwick",41,United Kingdom
Â£ ,49950,Sport Boat,Cruisers Yachts power boats,"Used boat,Diesel",2006,PVC,"United Kingdom » Lincoln, Royaume Uni",118,United Kingdom
Â£ ,49950,Motor Yacht,Princess power boats,"Used boat,Diesel",1986,PVC,"United Kingdom » Belfast, Belfast",73,United Kingdom
Â£ ,49950,Motor Yacht,Corvette Cruisers power boats,"Used boat,Diesel",1986,PVC,"United Kingdom » Inverkip, Inverkip",44,United Kingdom
EUR ,54699,Sport Boat,IRON power boats,new boat on order,2020,GRP,Germany » Kiel,77,Germany
EUR ,54640,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,GRP,Germany » Bayern » Saal a. d. Donau,90,Germany
EUR ,54634,Bowrider,Stingray power boats,new boat from stock,2019,GRP,Germany » kon,190,Germany
CHF ,59000,Sport Boat,Stingray power boats,"Used boat,Unleaded",2013,GRP,Switzerland » Lake Constance » Horn,493,Switzerland
CHF ,59000,Flybridge,Bayliner power boats,"Used boat,Diesel",1994,GRP,Switzerland » Murtensee » Faoug,526,Switzerland
CHF ,59000,Wakeboard/Wakesurf,Malibu power boats,"Used boat,Unleaded",2007,GRP,Switzerland » Lake of Zurich » Wangen SZ,691,Switzerland
CHF ,59000,Sport Boat,Boesch power boats,"Used boat,Unleaded",1996,Wood,Switzerland » Lake of Zurich » Kilchberg,301,Switzerland
EUR ,54540,Sport Boat,Yamarin power boats,new boat from stock,2020,Aluminium,Germany » auf Anfrage,117,Germany
EUR ,54500,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2001,GRP,Croatia (Hrvatska) » Istra,105,Croatia (Hrvatska)
EUR ,54500,Trawler,Proficiat power boats,Used boat,1995,Steel,Netherlands » In verkoophaven,101,Netherlands
EUR ,54500,Motor Yacht,Airon Marine power boats,"Used boat,Diesel",2005,GRP,"Italy » Marche - Umbria » Ancona, Marche",135,Italy
CHF ,58000,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2006,GRP,Avenches,917,Avenches
EUR ,54000,Motor Yacht,Rio power boats,"Used boat,Diesel",2001,GRP,Portugal » Lisbon,88,Portugal
EUR ,54000,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2005,GRP,Croatia (Hrvatska) » Zadar Nähe,187,Croatia (Hrvatska)
EUR ,54000,Deck Boat,Sessa power boats,"Used boat,Unleaded",2012,PVC,"France » BANDOL, France",30,France
EUR ,54000,Bowrider,Invictus power boats,"new boat from stock,Unleaded",2019,GRP,Germany » Baden-Württemberg » Motorworld Böblingen,119,Germany
EUR ,54000,Center console boat,Kelt power boats,"Used boat,Unleaded",2015,PVC,"France » CONCARNEAU, France",48,France
EUR ,54000,Flybridge,Rodman power boats,"Used boat,Diesel",2001,GRP,Spain » Alicante,138,Spain
EUR ,54000,Center console boat,ManÃ² power boats,Used boat,2008,GRP,Italy » Campania » Campania,115,Italy
EUR ,54000,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2003,GRP,Italy » Veneto » Venezia,269,Italy
EUR ,54000,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2010,PVC,"France » Étables-sur-Mer, France",56,France
EUR ,54000,Motor Yacht,Larson power boats,"Used boat,Unleaded",2007,GRP,Netherlands » Nordbrabant » Waspik,161,Netherlands
EUR ,53999,Runabout,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,GRP,Germany » Kieler Bucht mit Fehmarn » Kiel,63,Germany
EUR ,53998,Center console boat,Rio power boats,Used boat,2008,PVC,"France » PORT DE LA POINTE ROUGE 13008 MARSEILLE, France",56,France
EUR ,53900,Center console boat,Flipper power boats,"new boat on order,Unleaded",2020,GRP,Spain » Mallorca » Mallorca,97,Spain
EUR ,53900,Motor Yacht,BÃ©nÃ©teau power boats,new boat from stock,2020,GRP,Slovak Republic » Slovakia,89,Slovak Republic
EUR ,53900,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,PVC,"France » BORMES LES MIMOSAS, France",29,France
EUR ,53900,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,Steel,"France » PLUNERET, France",30,France
EUR ,53900,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,PVC,"France » PORT LEUCATE, France",15,France
EUR ,53900,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,Steel,"France » PLUNERET, France",39,France
EUR ,53900,Center console boat,Jeanneau power boats,new boat from stock,2020,GRP,Germany » Bönningstedt,104,Germany
EUR ,53900,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2017,GRP,Germany » Brandenburg » Erkner,445,Germany
CHF ,58190,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,GRP,Switzerland » Lake Geneva » Lausanne ,296,Switzerland
EUR ,53800,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2012,PVC,France,66,France
EUR ,53799,Runabout,Quicksilver (Brunswick Marine) power boats,new boat on order,2020,GRP,Germany » Kieler Bucht mit Fehmarn » Kiel,75,Germany
EUR ,53754,Bowrider,Regal power boats,"new boat from stock,Unleaded",2021,GRP,Germany » Lake Constance » Lindau/Bodensee,131,Germany
EUR ,53000,Motor Yacht,Gobbi power boats,"Used boat,Diesel",1998,GRP,Italy » Nord Adria,98,Italy
EUR ,53000,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2016,PVC,"France » Mandelieu La Napoule, France",102,France
EUR ,53000,Motor Yacht,De Groot power boats,"Used boat,Diesel",1967,Steel,Belgium » THIEU (hainaut) ,232,Belgium
EUR ,53000,Sport Boat,Europe Marine power boats,"Used boat,Unleaded",2018,GRP,Germany » Baden-Württemberg » 97944 Boxberg,226,Germany
EUR ,52999,Sport Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,GRP,"Germany » Bayern » Motorboote Kainz, Passau",217,Germany
EUR ,52999,Sport Boat,Sea Ray power boats,new boat from stock,2020,GRP,Germany » Bayern » 82024 Taufkirchen,85,Germany
EUR ,52969,Center console boat,BÃ©nÃ©teau power boats,new boat from stock,2019,PVC,"France » SAINT-CYPRIEN, France, cap d agde, France",59,France
EUR ,52969,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,PVC,"France » cap d agde, France",76,France
EUR ,52900,Motor Yacht,Cytra power boats,"Used boat,Diesel",1975,GRP,Germany » Rathenow,175,Germany
EUR ,52900,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,GRP,Germany » Boote Pfister GmbH Schwebheim / Schweinfurt,52,Germany
